size,type,W,A,H_t,h,B,b,t_nom,t,lamb_f,lamb_w,I_x,Z_x,S_x,r_x,I_y,Z_y,S_y,r_y,J,C
HSS16X6X3/8,HSS,53.0 plf,14.6 in ** 2,16.0 in,15.0 in,6.0 in,4.95 in,0.375 in,0.349 in,14.2,42.8,445.0 in ** 4,71.1 in ** 3,55.6 in ** 3,5.53 in,95.3 in ** 4,35.5 in ** 3,31.8 in ** 3,2.56 in,260.0 in ** 4,61.6 in ** 3
HSS16X6X5/16,HSS,44.6 plf,12.2 in ** 2,16.0 in,15.1 in,6.0 in,5.13 in,0.3125 in,0.291 in,17.6,52,379.0 in ** 4,60.3 in ** 3,47.4 in ** 3,5.57 in,81.8 in ** 4,30.2 in ** 3,27.3 in ** 3,2.58 in,222.0 in ** 4,52.1 in ** 3
HSS16X6X1/4,HSS,36.03 plf,9.9 in ** 2,16.0 in,15.3 in,6.0 in,5.3 in,0.25 in,0.233 in,22.8,65.7,311.0 in ** 4,49.0 in ** 3,38.8 in ** 3,5.6 in,67.4 in ** 4,24.7 in ** 3,22.5 in ** 3,2.61 in,181.0 in ** 4,42.3 in ** 3
HSS16X6X3/16,HSS,27.29 plf,7.46 in ** 2,16.0 in,15.5 in,6.0 in,5.48 in,0.1875 in,0.174 in,31.5,89,237.0 in ** 4,37.2 in ** 3,29.6 in ** 3,5.64 in,51.8 in ** 4,18.8 in ** 3,17.3 in ** 3,2.64 in,138.0 in ** 4,32.1 in ** 3
HSS16X4X5/8,HSS,76.33 plf,21.0 in ** 2,16.0 in,14.3 in,4.0 in,2.26 in,0.625 in,0.581 in,3.88,24.5,539.0 in ** 4,92.9 in ** 3,67.3 in ** 3,5.06 in,54.1 in ** 4,32.5 in ** 3,27.0 in ** 3,1.6 in,174.0 in ** 4,60.5 in ** 3
HSS16X4X1/2,HSS,62.46 plf,17.2 in ** 2,16.0 in,14.6 in,4.0 in,2.6 in,0.5 in,0.465 in,5.6,31.4,455.0 in ** 4,77.3 in ** 3,56.9 in ** 3,5.15 in,47.0 in ** 4,27.4 in ** 3,23.5 in ** 3,1.65 in,150.0 in ** 4,50.7 in ** 3
HSS16X4X3/8,HSS,47.9 plf,13.2 in ** 2,16.0 in,15.0 in,4.0 in,2.95 in,0.375 in,0.349 in,8.46,42.8,360.0 in ** 4,60.2 in ** 3,45.0 in ** 3,5.23 in,38.3 in ** 4,21.7 in ** 3,19.1 in ** 3,1.71 in,120.0 in ** 4,39.7 in ** 3
HSS16X4X5/16,HSS,40.35 plf,11.1 in ** 2,16.0 in,15.1 in,4.0 in,3.13 in,0.3125 in,0.291 in,10.7,52,308.0 in ** 4,51.1 in ** 3,38.5 in ** 3,5.27 in,33.2 in ** 4,18.5 in ** 3,16.6 in ** 3,1.73 in,103.0 in ** 4,33.8 in ** 3
HSS16X4X1/4,HSS,32.63 plf,8.96 in ** 2,16.0 in,15.3 in,4.0 in,3.3 in,0.25 in,0.233 in,14.2,65.7,253.0 in ** 4,41.7 in ** 3,31.6 in ** 3,5.31 in,27.7 in ** 4,15.2 in ** 3,13.8 in ** 3,1.76 in,85.2 in ** 4,27.6 in ** 3
HSS16X4X3/16,HSS,24.73 plf,6.76 in ** 2,16.0 in,15.5 in,4.0 in,3.48 in,0.1875 in,0.174 in,20,89,193.0 in ** 4,31.7 in ** 3,24.2 in ** 3,5.35 in,21.5 in ** 4,11.7 in ** 3,10.8 in ** 3,1.78 in,65.5 in ** 4,21.1 in ** 3
HSS14X14X1,HSS,168.18 plf,46.4 in ** 2,14.0 in,11.2 in,14.0 in,11.2 in,1.0 in,0.93 in,12.1,12.1,1290.0 in ** 4,224.0 in ** 3,184.0 in ** 3,5.27 in,1290.0 in ** 4,224.0 in ** 3,184.0 in ** 3,5.27 in,2130.0 in ** 4,315.0 in ** 3
HSS14X14X7/8,HSS,149.61 plf,41.2 in ** 2,14.0 in,11.6 in,14.0 in,11.6 in,0.875 in,0.814 in,14.3,14.3,1170.0 in ** 4,201.0 in ** 3,167.0 in ** 3,5.33 in,1170.0 in ** 4,201.0 in ** 3,167.0 in ** 3,5.33 in,1910.0 in ** 4,281.0 in ** 3
HSS14X14X3/4,HSS,130.33 plf,35.9 in ** 2,14.0 in,11.9 in,14.0 in,11.9 in,0.75 in,0.698 in,17,17,1040.0 in ** 4,177.0 in ** 3,149.0 in ** 3,5.38 in,1040.0 in ** 4,177.0 in ** 3,149.0 in ** 3,5.38 in,1680.0 in ** 4,246.0 in ** 3
HSS14X14X5/8,HSS,110.36 plf,30.3 in ** 2,14.0 in,12.3 in,14.0 in,12.3 in,0.625 in,0.581 in,21.1,21.1,897.0 in ** 4,151.0 in ** 3,128.0 in ** 3,5.44 in,897.0 in ** 4,151.0 in ** 3,128.0 in ** 3,5.44 in,1430.0 in ** 4,208.0 in ** 3
HSS14X14X1/2,HSS,89.68 plf,24.6 in ** 2,14.0 in,12.6 in,14.0 in,12.6 in,0.5 in,0.465 in,27.1,27.1,743.0 in ** 4,124.0 in ** 3,106.0 in ** 3,5.49 in,743.0 in ** 4,124.0 in ** 3,106.0 in ** 3,5.49 in,1170.0 in ** 4,170.0 in ** 3
HSS14X14X3/8,HSS,68.31 plf,18.7 in ** 2,14.0 in,13.0 in,14.0 in,13.0 in,0.375 in,0.349 in,37.1,37.1,577.0 in ** 4,95.4 in ** 3,82.5 in ** 3,5.55 in,577.0 in ** 4,95.4 in ** 3,82.5 in ** 3,5.55 in,900.0 in ** 4,130.0 in ** 3
HSS14X14X5/16,HSS,57.36 plf,15.7 in ** 2,14.0 in,13.1 in,14.0 in,13.1 in,0.3125 in,0.291 in,45.1,45.1,490.0 in ** 4,80.5 in ** 3,69.9 in ** 3,5.58 in,490.0 in ** 4,80.5 in ** 3,69.9 in ** 3,5.58 in,759.0 in ** 4,109.0 in ** 3
HSS14X14X1/4,HSS,46.24 plf,12.7 in ** 2,14.0 in,13.3 in,14.0 in,13.3 in,0.25 in,0.233 in,57.1,57.1,399.0 in ** 4,65.3 in ** 3,57.0 in ** 3,5.6 in,399.0 in ** 4,65.3 in ** 3,57.0 in ** 3,5.6 in,614.0 in ** 4,88.3 in ** 3
HSS14X12X5/8,HSS,101.85 plf,28.0 in ** 2,14.0 in,12.3 in,12.0 in,10.3 in,0.625 in,0.581 in,17.7,21.1,792.0 in ** 4,135.0 in ** 3,113.0 in ** 3,5.32 in,624.0 in ** 4,122.0 in ** 3,104.0 in ** 3,4.72 in,1120.0 in ** 4,177.0 in ** 3
HSS14X12X1/2,HSS,82.88 plf,22.8 in ** 2,14.0 in,12.6 in,12.0 in,10.6 in,0.5 in,0.465 in,22.8,27.1,658.0 in ** 4,111.0 in ** 3,94.0 in ** 3,5.38 in,519.0 in ** 4,100.0 in ** 3,86.5 in ** 3,4.78 in,921.0 in ** 4,145.0 in ** 3
HSS14X12X3/8,HSS,63.21 plf,17.3 in ** 2,14.0 in,13.0 in,12.0 in,11.0 in,0.375 in,0.349 in,31.4,37.1,512.0 in ** 4,85.9 in ** 3,73.2 in ** 3,5.43 in,405.0 in ** 4,77.4 in ** 3,67.4 in ** 3,4.83 in,708.0 in ** 4,111.0 in ** 3
HSS14X12X5/16,HSS,53.11 plf,14.6 in ** 2,14.0 in,13.1 in,12.0 in,11.1 in,0.3125 in,0.291 in,38.2,45.1,435.0 in ** 4,72.6 in ** 3,62.1 in ** 3,5.46 in,344.0 in ** 4,65.4 in ** 3,57.3 in ** 3,4.86 in,598.0 in ** 4,93.3 in ** 3
HSS14X12X1/4,HSS,42.84 plf,11.8 in ** 2,14.0 in,13.3 in,12.0 in,11.3 in,0.25 in,0.233 in,48.5,57.1,354.0 in ** 4,58.9 in ** 3,50.6 in ** 3,5.49 in,280.0 in ** 4,53.0 in ** 3,46.7 in ** 3,4.88 in,484.0 in ** 4,75.4 in ** 3
HSS14X10X7/8,HSS,125.79 plf,34.7 in ** 2,14.0 in,11.6 in,10.0 in,7.56 in,0.875 in,0.814 in,9.29,14.2,886.0 in ** 4,158.0 in ** 3,127.0 in ** 3,5.05 in,522.0 in ** 4,125.0 in ** 3,104.0 in ** 3,3.88 in,1100.0 in ** 4,195.0 in ** 3
HSS14X10X3/4,HSS,109.91 plf,30.3 in ** 2,14.0 in,11.9 in,10.0 in,7.91 in,0.75 in,0.698 in,11.3,17.1,792.0 in ** 4,140.0 in ** 3,113.0 in ** 3,5.11 in,468.0 in ** 4,111.0 in ** 3,93.6 in ** 3,3.93 in,970.0 in ** 4,171.0 in ** 3
HSS14X10X5/8,HSS,93.34 plf,25.7 in ** 2,14.0 in,12.3 in,10.0 in,8.26 in,0.625 in,0.581 in,14.2,21.1,687.0 in ** 4,120.0 in ** 3,98.2 in ** 3,5.17 in,407.0 in ** 4,95.1 in ** 3,81.5 in ** 3,3.98 in,832.0 in ** 4,146.0 in ** 3
HSS14X10X1/2,HSS,76.07 plf,20.9 in ** 2,14.0 in,12.6 in,10.0 in,8.6 in,0.5 in,0.465 in,18.5,27.1,573.0 in ** 4,98.8 in ** 3,81.8 in ** 3,5.23 in,341.0 in ** 4,78.5 in ** 3,68.1 in ** 3,4.04 in,685.0 in ** 4,120.0 in ** 3
HSS14X10X3/8,HSS,58.1 plf,16.0 in ** 2,14.0 in,13.0 in,10.0 in,8.95 in,0.375 in,0.349 in,25.7,37.1,447.0 in ** 4,76.3 in ** 3,63.9 in ** 3,5.29 in,267.0 in ** 4,60.7 in ** 3,53.4 in ** 3,4.09 in,528.0 in ** 4,91.8 in ** 3
HSS14X10X5/16,HSS,48.86 plf,13.4 in ** 2,14.0 in,13.1 in,10.0 in,9.13 in,0.3125 in,0.291 in,31.4,45.1,380.0 in ** 4,64.6 in ** 3,54.3 in ** 3,5.32 in,227.0 in ** 4,51.4 in ** 3,45.5 in ** 3,4.12 in,446.0 in ** 4,77.4 in ** 3
HSS14X10X1/4,HSS,39.43 plf,10.8 in ** 2,14.0 in,13.3 in,10.0 in,9.3 in,0.25 in,0.233 in,39.9,57.1,310.0 in ** 4,52.4 in ** 3,44.3 in ** 3,5.35 in,186.0 in ** 4,41.8 in ** 3,37.2 in ** 3,4.14 in,362.0 in ** 4,62.6 in ** 3
HSS14X8X5/8,HSS,84.84 plf,23.3 in ** 2,14.0 in,12.3 in,8.0 in,6.26 in,0.625 in,0.581 in,10.8,21.1,582.0 in ** 4,104.0 in ** 3,83.2 in ** 3,5.0 in,242.0 in ** 4,70.5 in ** 3,60.6 in ** 3,3.22 in,566.0 in ** 4,115.0 in ** 3
HSS14X8X1/2,HSS,69.27 plf,19.0 in ** 2,14.0 in,12.6 in,8.0 in,6.61 in,0.5 in,0.465 in,14.2,27.1,487.0 in ** 4,86.2 in ** 3,69.6 in ** 3,5.06 in,204.0 in ** 4,58.5 in ** 3,51.0 in ** 3,3.27 in,469.0 in ** 4,94.5 in ** 3
HSS14X8X3/8,HSS,53.0 plf,14.6 in ** 2,14.0 in,13.0 in,8.0 in,6.95 in,0.375 in,0.349 in,19.9,37.1,382.0 in ** 4,66.8 in ** 3,54.6 in ** 3,5.12 in,161.0 in ** 4,45.5 in ** 3,40.2 in ** 3,3.32 in,363.0 in ** 4,72.7 in ** 3
HSS14X8X5/16,HSS,44.6 plf,12.2 in ** 2,14.0 in,13.1 in,8.0 in,7.13 in,0.3125 in,0.291 in,24.5,45.1,325.0 in ** 4,56.6 in ** 3,46.5 in ** 3,5.15 in,138.0 in ** 4,38.6 in ** 3,34.4 in ** 3,3.35 in,308.0 in ** 4,61.4 in ** 3
HSS14X8X1/4,HSS,36.03 plf,9.9 in ** 2,14.0 in,13.3 in,8.0 in,7.3 in,0.25 in,0.233 in,31.3,57.1,266.0 in ** 4,46.0 in ** 3,38.0 in ** 3,5.19 in,113.0 in ** 4,31.4 in ** 3,28.2 in ** 3,3.38 in,250.0 in ** 4,49.8 in ** 3
HSS14X8X3/16,HSS,27.29 plf,7.46 in ** 2,14.0 in,13.5 in,8.0 in,7.48 in,0.1875 in,0.174 in,43,77.5,203.0 in ** 4,34.9 in ** 3,29.0 in ** 3,5.22 in,86.4 in ** 4,23.8 in ** 3,21.6 in ** 3,3.4 in,190.0 in ** 4,37.6 in ** 3
HSS14X6X5/8,HSS,76.33 plf,21.0 in ** 2,14.0 in,12.3 in,6.0 in,4.26 in,0.625 in,0.581 in,7.33,21.1,478.0 in ** 4,88.7 in ** 3,68.3 in ** 3,4.77 in,124.0 in ** 4,48.4 in ** 3,41.2 in ** 3,2.43 in,334.0 in ** 4,83.7 in ** 3
HSS14X6X1/2,HSS,62.46 plf,17.2 in ** 2,14.0 in,12.6 in,6.0 in,4.61 in,0.5 in,0.465 in,9.9,27.1,402.0 in ** 4,73.6 in ** 3,57.4 in ** 3,4.84 in,105.0 in ** 4,40.4 in ** 3,35.1 in ** 3,2.48 in,279.0 in ** 4,69.3 in ** 3
HSS14X6X3/8,HSS,47.9 plf,13.2 in ** 2,14.0 in,13.0 in,6.0 in,4.95 in,0.375 in,0.349 in,14.2,37.1,317.0 in ** 4,57.3 in ** 3,45.3 in ** 3,4.91 in,84.1 in ** 4,31.6 in ** 3,28.0 in ** 3,2.53 in,219.0 in ** 4,53.7 in ** 3
HSS14X6X5/16,HSS,40.35 plf,11.1 in ** 2,14.0 in,13.1 in,6.0 in,5.13 in,0.3125 in,0.291 in,17.6,45.1,271.0 in ** 4,48.6 in ** 3,38.7 in ** 3,4.94 in,72.3 in ** 4,26.9 in ** 3,24.1 in ** 3,2.55 in,186.0 in ** 4,45.5 in ** 3
HSS14X6X1/4,HSS,32.63 plf,8.96 in ** 2,14.0 in,13.3 in,6.0 in,5.3 in,0.25 in,0.233 in,22.8,57.1,222.0 in ** 4,39.6 in ** 3,31.7 in ** 3,4.98 in,59.6 in ** 4,22.0 in ** 3,19.9 in ** 3,2.58 in,152.0 in ** 4,36.9 in ** 3
HSS14X6X3/16,HSS,24.73 plf,6.76 in ** 2,14.0 in,13.5 in,6.0 in,5.48 in,0.1875 in,0.174 in,31.5,77.5,170.0 in ** 4,30.1 in ** 3,24.3 in ** 3,5.01 in,45.9 in ** 4,16.7 in ** 3,15.3 in ** 3,2.61 in,116.0 in ** 4,28.0 in ** 3
HSS14X4X5/8,HSS,67.82 plf,18.7 in ** 2,14.0 in,12.3 in,4.0 in,2.26 in,0.625 in,0.581 in,3.88,21.1,373.0 in ** 4,73.1 in ** 3,53.3 in ** 3,4.47 in,47.2 in ** 4,28.5 in ** 3,23.6 in ** 3,1.59 in,148.0 in ** 4,52.6 in ** 3
HSS14X4X1/2,HSS,55.66 plf,15.3 in ** 2,14.0 in,12.6 in,4.0 in,2.6 in,0.5 in,0.465 in,5.6,27.1,317.0 in ** 4,61.0 in ** 3,45.3 in ** 3,4.55 in,41.2 in ** 4,24.1 in ** 3,20.6 in ** 3,1.64 in,127.0 in ** 4,44.1 in ** 3
HSS14X4X3/8,HSS,42.79 plf,11.8 in ** 2,14.0 in,13.0 in,4.0 in,2.95 in,0.375 in,0.349 in,8.46,37.1,252.0 in ** 4,47.8 in ** 3,36.0 in ** 3,4.63 in,33.6 in ** 4,19.1 in ** 3,16.8 in ** 3,1.69 in,102.0 in ** 4,34.6 in ** 3
HSS14X4X5/16,HSS,36.1 plf,9.92 in ** 2,14.0 in,13.1 in,4.0 in,3.13 in,0.3125 in,0.291 in,10.7,45.1,216.0 in ** 4,40.6 in ** 3,30.9 in ** 3,4.67 in,29.2 in ** 4,16.4 in ** 3,14.6 in ** 3,1.72 in,87.7 in ** 4,29.5 in ** 3
HSS14X4X1/4,HSS,29.23 plf,8.03 in ** 2,14.0 in,13.3 in,4.0 in,3.3 in,0.25 in,0.233 in,14.2,57.1,178.0 in ** 4,33.2 in ** 3,25.4 in ** 3,4.71 in,24.4 in ** 4,13.5 in ** 3,12.2 in ** 3,1.74 in,72.4 in ** 4,24.1 in ** 3
HSS14X4X3/16,HSS,22.18 plf,6.06 in ** 2,14.0 in,13.5 in,4.0 in,3.48 in,0.1875 in,0.174 in,20,77.5,137.0 in ** 4,25.3 in ** 3,19.5 in ** 3,4.74 in,19.0 in ** 4,10.3 in ** 3,9.48 in ** 3,1.77 in,55.8 in ** 4,18.4 in ** 3
HSS12X12X1,HSS,140.96 plf,39.0 in ** 2,12.0 in,9.21 in,12.0 in,9.21 in,1.0 in,0.93 in,9.9,9.9,772.0 in ** 4,158.0 in ** 3,129.0 in ** 3,4.45 in,772.0 in ** 4,158.0 in ** 3,129.0 in ** 3,4.45 in,1300.0 in ** 4,225.0 in ** 3
HSS12X12X7/8,HSS,125.79 plf,34.7 in ** 2,12.0 in,9.56 in,12.0 in,9.56 in,0.875 in,0.814 in,11.7,11.7,706.0 in ** 4,143.0 in ** 3,118.0 in ** 3,4.51 in,706.0 in ** 4,143.0 in ** 3,118.0 in ** 3,4.51 in,1170.0 in ** 4,202.0 in ** 3
HSS12X12X3/4,HSS,109.91 plf,30.3 in ** 2,12.0 in,9.91 in,12.0 in,9.91 in,0.75 in,0.698 in,14.2,14.2,631.0 in ** 4,127.0 in ** 3,105.0 in ** 3,4.56 in,631.0 in ** 4,127.0 in ** 3,105.0 in ** 3,4.56 in,1030.0 in ** 4,177.0 in ** 3
HSS12X12X5/8,HSS,93.34 plf,25.7 in ** 2,12.0 in,10.3 in,12.0 in,10.3 in,0.625 in,0.581 in,17.7,17.7,548.0 in ** 4,109.0 in ** 3,91.4 in ** 3,4.62 in,548.0 in ** 4,109.0 in ** 3,91.4 in ** 3,4.62 in,885.0 in ** 4,151.0 in ** 3
HSS12X12X1/2,HSS,76.07 plf,20.9 in ** 2,12.0 in,10.6 in,12.0 in,10.6 in,0.5 in,0.465 in,22.8,22.8,457.0 in ** 4,89.6 in ** 3,76.2 in ** 3,4.68 in,457.0 in ** 4,89.6 in ** 3,76.2 in ** 3,4.68 in,728.0 in ** 4,123.0 in ** 3
HSS12X12X3/8,HSS,58.1 plf,16.0 in ** 2,12.0 in,11.0 in,12.0 in,11.0 in,0.375 in,0.349 in,31.4,31.4,357.0 in ** 4,69.2 in ** 3,59.5 in ** 3,4.73 in,357.0 in ** 4,69.2 in ** 3,59.5 in ** 3,4.73 in,561.0 in ** 4,94.6 in ** 3
HSS12X12X5/16,HSS,48.86 plf,13.4 in ** 2,12.0 in,11.1 in,12.0 in,11.1 in,0.3125 in,0.291 in,38.2,38.2,304.0 in ** 4,58.6 in ** 3,50.7 in ** 3,4.76 in,304.0 in ** 4,58.6 in ** 3,50.7 in ** 3,4.76 in,474.0 in ** 4,79.7 in ** 3
HSS12X12X1/4,HSS,39.43 plf,10.8 in ** 2,12.0 in,11.3 in,12.0 in,11.3 in,0.25 in,0.233 in,48.5,48.5,248.0 in ** 4,47.6 in ** 3,41.4 in ** 3,4.79 in,248.0 in ** 4,47.6 in ** 3,41.4 in ** 3,4.79 in,384.0 in ** 4,64.5 in ** 3
HSS12X12X3/16,HSS,29.84 plf,8.15 in ** 2,12.0 in,11.5 in,12.0 in,11.5 in,0.1875 in,0.174 in,66,66,189.0 in ** 4,36.0 in ** 3,31.5 in ** 3,4.82 in,189.0 in ** 4,36.0 in ** 3,31.5 in ** 3,4.82 in,290.0 in ** 4,48.6 in ** 3
HSS12X10X5/8,HSS,84.84 plf,23.3 in ** 2,12.0 in,10.3 in,10.0 in,8.26 in,0.625 in,0.581 in,14.2,17.7,472.0 in ** 4,95.3 in ** 3,78.7 in ** 3,4.5 in,356.0 in ** 4,84.1 in ** 3,71.2 in ** 3,3.9 in,661.0 in ** 4,124.0 in ** 3
HSS12X10X1/2,HSS,69.27 plf,19.0 in ** 2,12.0 in,10.6 in,10.0 in,8.6 in,0.5 in,0.465 in,18.5,22.8,395.0 in ** 4,78.8 in ** 3,65.9 in ** 3,4.56 in,298.0 in ** 4,69.6 in ** 3,59.7 in ** 3,3.96 in,545.0 in ** 4,102.0 in ** 3
HSS12X10X3/8,HSS,53.0 plf,14.6 in ** 2,12.0 in,11.0 in,10.0 in,8.95 in,0.375 in,0.349 in,25.7,31.4,310.0 in ** 4,61.1 in ** 3,51.6 in ** 3,4.61 in,234.0 in ** 4,54.0 in ** 3,46.9 in ** 3,4.01 in,421.0 in ** 4,78.3 in ** 3
HSS12X10X5/16,HSS,44.6 plf,12.2 in ** 2,12.0 in,11.1 in,10.0 in,9.13 in,0.3125 in,0.291 in,31.4,38.2,264.0 in ** 4,51.7 in ** 3,44.0 in ** 3,4.64 in,200.0 in ** 4,45.7 in ** 3,40.0 in ** 3,4.04 in,356.0 in ** 4,66.1 in ** 3
HSS12X10X1/4,HSS,36.03 plf,9.9 in ** 2,12.0 in,11.3 in,10.0 in,9.3 in,0.25 in,0.233 in,39.9,48.5,216.0 in ** 4,42.1 in ** 3,36.0 in ** 3,4.67 in,164.0 in ** 4,37.2 in ** 3,32.7 in ** 3,4.07 in,289.0 in ** 4,53.5 in ** 3
HSS12X10X3/16,HSS,27.29 plf,7.46 in ** 2,12.0 in,11.5 in,10.0 in,9.48 in,0.1875 in,0.174 in,54.5,66,165.0 in ** 4,31.9 in ** 3,27.5 in ** 3,4.7 in,125.0 in ** 4,28.2 in ** 3,25.0 in ** 3,4.09 in,219.0 in ** 4,40.4 in ** 3
HSS12X8X5/8,HSS,76.33 plf,21.0 in ** 2,12.0 in,10.3 in,8.0 in,6.26 in,0.625 in,0.581 in,10.8,17.7,397.0 in ** 4,82.1 in ** 3,66.1 in ** 3,4.34 in,210.0 in ** 4,61.9 in ** 3,52.5 in ** 3,3.16 in,454.0 in ** 4,97.7 in ** 3
HSS12X8X1/2,HSS,62.46 plf,17.2 in ** 2,12.0 in,10.6 in,8.0 in,6.6 in,0.5 in,0.465 in,14.2,22.8,333.0 in ** 4,68.1 in ** 3,55.6 in ** 3,4.41 in,178.0 in ** 4,51.5 in ** 3,44.4 in ** 3,3.21 in,377.0 in ** 4,80.4 in ** 3
HSS12X8X3/8,HSS,47.9 plf,13.2 in ** 2,12.0 in,11.0 in,8.0 in,6.95 in,0.375 in,0.349 in,19.9,31.4,262.0 in ** 4,53.0 in ** 3,43.7 in ** 3,4.47 in,140.0 in ** 4,40.1 in ** 3,35.1 in ** 3,3.27 in,293.0 in ** 4,62.1 in ** 3
HSS12X8X5/16,HSS,40.35 plf,11.1 in ** 2,12.0 in,11.1 in,8.0 in,7.13 in,0.3125 in,0.291 in,24.5,38.2,224.0 in ** 4,44.9 in ** 3,37.4 in ** 3,4.5 in,120.0 in ** 4,34.1 in ** 3,30.1 in ** 3,3.29 in,248.0 in ** 4,52.4 in ** 3
HSS12X8X1/4,HSS,32.63 plf,8.96 in ** 2,12.0 in,11.3 in,8.0 in,7.3 in,0.25 in,0.233 in,31.3,48.5,184.0 in ** 4,36.6 in ** 3,30.6 in ** 3,4.53 in,98.8 in ** 4,27.8 in ** 3,24.7 in ** 3,3.32 in,202.0 in ** 4,42.5 in ** 3
HSS12X8X3/16,HSS,24.73 plf,6.76 in ** 2,12.0 in,11.5 in,8.0 in,7.48 in,0.1875 in,0.174 in,43,66,140.0 in ** 4,27.8 in ** 3,23.4 in ** 3,4.56 in,75.7 in ** 4,21.1 in ** 3,18.9 in ** 3,3.35 in,153.0 in ** 4,32.2 in ** 3
HSS12X6X5/8,HSS,67.82 plf,18.7 in ** 2,12.0 in,10.3 in,6.0 in,4.26 in,0.625 in,0.581 in,7.33,17.7,321.0 in ** 4,68.8 in ** 3,53.4 in ** 3,4.14 in,107.0 in ** 4,42.1 in ** 3,35.5 in ** 3,2.39 in,271.0 in ** 4,71.1 in ** 3
HSS12X6X1/2,HSS,55.66 plf,15.3 in ** 2,12.0 in,10.6 in,6.0 in,4.61 in,0.5 in,0.465 in,9.9,22.8,271.0 in ** 4,57.4 in ** 3,45.2 in ** 3,4.21 in,91.1 in ** 4,35.2 in ** 3,30.4 in ** 3,2.44 in,227.0 in ** 4,59.0 in ** 3
HSS12X6X3/8,HSS,42.79 plf,11.8 in ** 2,12.0 in,11.0 in,6.0 in,4.95 in,0.375 in,0.349 in,14.2,31.4,215.0 in ** 4,44.8 in ** 3,35.9 in ** 3,4.28 in,72.9 in ** 4,27.7 in ** 3,24.3 in ** 3,2.49 in,178.0 in ** 4,45.8 in ** 3
HSS12X6X5/16,HSS,36.1 plf,9.92 in ** 2,12.0 in,11.1 in,6.0 in,5.13 in,0.3125 in,0.291 in,17.6,38.2,184.0 in ** 4,38.1 in ** 3,30.7 in ** 3,4.31 in,62.8 in ** 4,23.6 in ** 3,20.9 in ** 3,2.52 in,152.0 in ** 4,38.8 in ** 3
HSS12X6X1/4,HSS,29.23 plf,8.03 in ** 2,12.0 in,11.3 in,6.0 in,5.3 in,0.25 in,0.233 in,22.8,48.5,151.0 in ** 4,31.1 in ** 3,25.2 in ** 3,4.34 in,51.9 in ** 4,19.3 in ** 3,17.3 in ** 3,2.54 in,124.0 in ** 4,31.6 in ** 3
HSS12X6X3/16,HSS,22.18 plf,6.06 in ** 2,12.0 in,11.5 in,6.0 in,5.48 in,0.1875 in,0.174 in,31.5,66,116.0 in ** 4,23.7 in ** 3,19.4 in ** 3,4.38 in,40.0 in ** 4,14.7 in ** 3,13.3 in ** 3,2.57 in,94.6 in ** 4,24.0 in ** 3
HSS12X4X5/8,HSS,59.32 plf,16.4 in ** 2,12.0 in,10.3 in,4.0 in,2.26 in,0.625 in,0.581 in,3.88,17.7,245.0 in ** 4,55.5 in ** 3,40.8 in ** 3,3.87 in,40.4 in ** 4,24.5 in ** 3,20.2 in ** 3,1.57 in,122.0 in ** 4,44.6 in ** 3
HSS12X4X1/2,HSS,48.85 plf,13.5 in ** 2,12.0 in,10.6 in,4.0 in,2.6 in,0.5 in,0.465 in,5.6,22.8,210.0 in ** 4,46.7 in ** 3,34.9 in ** 3,3.95 in,35.3 in ** 4,20.9 in ** 3,17.7 in ** 3,1.62 in,105.0 in ** 4,37.5 in ** 3
HSS12X4X3/8,HSS,37.69 plf,10.4 in ** 2,12.0 in,11.0 in,4.0 in,2.95 in,0.375 in,0.349 in,8.46,31.4,168.0 in ** 4,36.7 in ** 3,28.0 in ** 3,4.02 in,28.9 in ** 4,16.6 in ** 3,14.5 in ** 3,1.67 in,84.1 in ** 4,29.5 in ** 3
HSS12X4X5/16,HSS,31.84 plf,8.76 in ** 2,12.0 in,11.1 in,4.0 in,3.13 in,0.3125 in,0.291 in,10.7,38.2,144.0 in ** 4,31.3 in ** 3,24.1 in ** 3,4.06 in,25.2 in ** 4,14.2 in ** 3,12.6 in ** 3,1.7 in,72.4 in ** 4,25.2 in ** 3
HSS12X4X1/4,HSS,25.82 plf,7.1 in ** 2,12.0 in,11.3 in,4.0 in,3.3 in,0.25 in,0.233 in,14.2,48.5,119.0 in ** 4,25.6 in ** 3,19.9 in ** 3,4.1 in,21.0 in ** 4,11.7 in ** 3,10.5 in ** 3,1.72 in,59.8 in ** 4,20.6 in ** 3
HSS12X4X3/16,HSS,19.63 plf,5.37 in ** 2,12.0 in,11.5 in,4.0 in,3.48 in,0.1875 in,0.174 in,20,66,91.8 in ** 4,19.6 in ** 3,15.3 in ** 3,4.13 in,16.4 in ** 4,9.0 in ** 3,8.2 in ** 3,1.75 in,46.1 in ** 4,15.7 in ** 3
HSS12X3X5/16,HSS,29.72 plf,8.17 in ** 2,12.0 in,11.1 in,3.0 in,2.13 in,0.3125 in,0.291 in,7.31,38.2,124.0 in ** 4,27.9 in ** 3,20.7 in ** 3,3.9 in,13.1 in ** 4,10.0 in ** 3,8.73 in ** 3,1.27 in,41.3 in ** 4,18.4 in ** 3
